left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_hip_angle,right_hip_angle,left_knee_angle,right_knee_angle,shoulder_width,hip_width,torso_length,elbow_symmetry,knee_symmetry,frame,timestamp
154.26368386874432,148.57340842721302,44.00963510067734,44.60567758028684,57.13328935827606,53.752385093570105,138.212000928258,130.47443116333412,0.010454733705990052,0.011064539963306728,0.2920401651611218,5.690275441531298,7.737569764923876,0,0.0
141.75203278884126,140.75824751299197,39.32733251489415,41.697777186445606,56.51425135949385,52.902183873826445,142.48158211426846,131.76168830922026,0.0139767629217352,0.009315982891372589,0.2886721829940496,0.9937852758492909,10.719893805048201,1,0.016842222222222224
142.12129196262745,140.34541965434983,37.84722524554522,40.38586515139806,55.824093580703,52.98632743444146,137.5006933160835,128.0792040988466,0.011900790647778398,0.009130703633372919,0.2905287742917599,1.775872308277627,9.42148921723691,2,0.03368444444444445
140.7285107047514,141.97403145952006,36.65394953407434,39.938170617559905,56.68135264518329,54.371659896584035,137.08665432407912,129.76272256243084,0.012475854667741733,0.009098515373304809,0.28966250978703917,1.2455207547686769,7.323931761648282,3,0.050526666666666664
138.68594355989737,140.28589808274535,37.813205805798354,40.58354555130617,55.736814821540456,53.9237988463685,137.855684992193,130.4579061036191,0.01006947682271077,0.01397684982678423,0.28730560581720715,1.5999545228479803,7.397778888573896,4,0.0673688888888889
140.5362781148892,142.81528167143725,38.51831249122824,41.606184947433306,55.83891985401842,54.07721540818072,139.2728901634163,130.8855955842393,0.010172311530461714,0.013337437973863017,0.28639343720562815,2.279003556548048,8.387294579176995,5,0.08421111111111111
139.71924131157286,142.61819272383772,37.562507500350534,41.11045974805964,55.412421788136655,54.32509951841838,138.10815554876098,129.36094012260153,0.010898673005315178,0.012935601284670558,0.28610629729757425,2.8989514122648643,8.747215426159443,6,0.10105333333333333
140.96543739506131,144.2377032330069,37.67423368852759,41.6228170299178,55.98265306221051,54.60459181863574,140.70277949128706,130.21551217446785,0.00896375466317037,0.016755073197154167,0.2840512124456523,3.2722658379455822,10.487267316819214,7,0.11789555555555556
141.7285680277002,145.4103294201165,38.60253120084882,42.70588528067764,57.8076276597867,55.797382815799835,140.14208945052695,131.32095910920768,0.007386577297116335,0.015736700983448693,0.28296636917740525,3.6817613924163197,8.821130341319275,8,0.1347377777777778
143.04546875690707,146.70313681975418,38.97113218140932,43.08878843013833,59.049366013247976,56.64807276654161,138.63744670620704,130.84724401875928,0.006078302192478938,0.015629645961197997,0.2831897211351397,3.657668062847108,7.79020268744776,9,0.15158
