left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_hip_angle,right_hip_angle,left_knee_angle,right_knee_angle,shoulder_width,hip_width,torso_length,elbow_symmetry,knee_symmetry,frame,timestamp
151.41263572955597,149.03103849808778,37.05948439069494,38.22914209008314,36.76918496207358,34.88204482490326,92.59290970483897,88.1342066828455,0.019468674274745593,0.0070974465850730676,0.32785120074534185,2.3815972314681915,4.458703021993472,0,0.0
149.7311270063526,145.77474707070323,36.67092565962468,38.43336597387488,35.99633552004344,34.265189498162464,94.86669130830649,86.576912822275,0.01740375852147159,0.008793651639346983,0.3359198136567971,3.9563799356493803,8.28977848603148,1,0.016993432465923174
162.55929791422201,145.8110016225791,35.50578249228106,38.17445143993639,33.488802875534645,33.95082686528097,94.79898325545543,88.06382008631158,0.01602661738731498,0.011765509111573204,0.3302592700631753,16.7482962916429,6.735163169143846,2,0.03398686493184635
158.20363190406056,148.1949514109823,36.229183211049154,38.75779913808539,30.696308709738506,32.697395316030736,88.8365001750987,84.94079710603478,0.017144077017368826,0.010800985826715143,0.33227869514442876,10.00868049307826,3.895703069063927,3,0.05098029739776952
157.0507119327772,149.19309383096464,39.04723008945005,39.35601973633968,31.246940558158354,32.50167224858496,86.95880364263388,81.94555335886002,0.017810597650745417,0.008866275883215343,0.3313501999000911,7.857618101812562,5.013250283773857,4,0.0679737298636927
155.07964002997414,151.00277423994945,40.086276220626054,40.19766203984396,32.91193767726043,33.06841243654419,88.31865212372048,82.91714891145568,0.01770678303284585,0.010147110860575384,0.32939247419916357,4.076865790024698,5.4015032122647995,5,0.08496716232961586
154.01228441850648,151.1551903923351,39.23521266950664,39.7184054911382,34.02371462002734,34.04238816280667,90.59064911919887,85.83980620880686,0.018927713310530954,0.011783201381364457,0.32837065019922135,2.8570940261713815,4.750842910392009,6,0.10196059479553904
154.70801110606578,151.71049416005206,39.81534182176601,39.71323928614275,36.086777712071154,35.83879320350527,93.48371911045558,87.98579209073074,0.018215893832561846,0.011830673860629717,0.32626099832375893,2.997516946013718,5.497927019724841,7,0.1189540272614622
154.84339243562098,151.86812035660185,40.69117993900319,40.050071356969354,37.61773151690005,36.80372141711381,96.37146379658492,88.98341946211622,0.018288475962710247,0.011683084877831065,0.32590967439364854,2.9752720790191347,7.388044334468702,8,0.1359474597273854
153.82792757190248,151.68657548111491,40.57394057079703,40.51990710394886,38.67742257071367,37.72374550185761,97.62142522285421,89.90948766964163,0.01702678202229118,0.012678953873999754,0.3241633709639289,2.1413520907875636,7.711937553212579,9,0.15294089219330856
153.80438384871192,151.3877202821268,40.33206168435925,40.51378856103007,39.67730921456781,38.90625038258029,99.57615236306071,92.45266737132448,0.016553877019747715,0.012749141033914163,0.32322080399469316,2.416663566585129,7.123484991736234,10,0.16993432465923172
