frame,person_confidence,roi_coords,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13
1,0.9395081400871277,"(0, 53, 247, 480)",146.43427900849935,158.05003607991904,40.662497481356546,31.03986046451875,44.10660309151494,61.76554851466983,68.92342801073488,70.00047978656848,0.05894098845993068,0.08207104432456984,0.39204341504627604,11.615757071419694,1.0770517758335956
2,0.9393801093101501,"(0, 53, 247, 480)",145.58668571888526,156.71127322916226,40.50715226168473,30.688387119256472,44.25439732589705,55.263023688095416,69.31053547042919,64.4540398712722,0.0584322147511174,0.08201525072824715,0.3929004719502519,11.124587510276996,4.856495599156986
3,0.9392212629318237,"(0, 52, 247, 480)",144.74294086778465,156.40304664195077,40.38997152296605,30.6036359113087,44.303490256430095,55.40172704198609,70.3512192885606,66.03783992904125,0.05737640304363836,0.08188696282908364,0.39361659444807134,11.660105774166112,4.313379359519345
4,0.93910151720047,"(0, 52, 247, 480)",143.193293440193,155.61393388373463,40.23591768520882,30.459912901599402,44.157138098253505,53.03793533767958,70.67200305442759,63.20694421861549,0.05625531678182868,0.08176257741932512,0.39442681196386503,12.420640443541629,7.465058835812101
5,0.9390935301780701,"(0, 52, 247, 480)",142.64695662501558,154.99512694685376,40.12662272006014,30.288567070713242,43.94019009964763,51.54774806060081,70.95382669513633,62.656059887532905,0.05553571933359863,0.08193639678630067,0.39519681236408105,12.348170321838182,8.297766807603423
6,0.9389853477478027,"(0, 52, 247, 480)",142.49408383339716,154.0850605867419,40.179096419900354,30.279826281587436,44.136485766199115,48.39789761196269,71.57367852534327,62.856009748901435,0.05549307788448053,0.08192454355915721,0.3950795029893436,11.590976753344734,8.717668776441833
7,0.9393078684806824,"(0, 52, 247, 480)",142.60347367816908,153.36226335005765,40.217088401438936,30.284684157012418,44.33525990286686,45.92082613362697,72.11455225875221,61.47721515404262,0.055672249044481384,0.08193332605495164,0.39492377073747276,10.758789671888564,10.637337104709594
8,0.9390369653701782,"(0, 52, 247, 480)",142.73972846383205,152.91281378187847,40.25992669647105,30.30849024064741,44.44181141084175,44.94149877192513,72.55286458545389,61.00560507282872,0.05594496667329935,0.08199172093091472,0.39475303205382667,10.173085318046418,11.547259512625168
9,0.9390066862106323,"(0, 52, 247, 480)",142.8533399346467,152.65661531695557,40.31086583982997,30.32571527489127,44.509017089222404,44.64339033436504,72.77670009376153,61.228121263520976,0.05632228455526704,0.08192357261194413,0.3945373383343689,9.803275382308868,11.548578830240558
10,0.939373254776001,"(0, 52, 247, 480)",142.89978886646063,152.4495989536395,40.32488836527132,30.307102475024667,44.45215951722854,44.65305624772561,72.81176638162063,61.41281066734793,0.05656049659256688,0.08188307566124517,0.3944915406331817,9.549810087178884,11.398955714272702
11,0.9394832253456116,"(0, 52, 247, 480)",142.92127820255246,152.3237541014067,40.33016869031286,30.290388472095156,44.401002641469,44.67049700109039,72.79118892429177,61.942913492695915,0.056710126537698316,0.08185605506167642,0.3944476309518893,9.402475898854249,10.848275431595859
12,0.939331591129303,"(0, 52, 247, 480)",142.99207713504586,152.2282812669054,40.34976382211218,30.261172068046726,44.37900791621441,44.65907615057116,72.74815282564049,62.38770736730392,0.05693846313690048,0.08189050442071269,0.3944204577604687,9.236204131859552,10.36044545833657
13,0.9389485120773315,"(0, 52, 247, 480)",143.07769450939347,152.13286548389593,40.35529524237887,30.265502016712066,44.32676441694699,44.59630243705004,72.73354731373165,62.85958624661469,0.0570571227689698,0.0820334517377001,0.3946185199625174,9.05517097450246,9.873961067116959
14,0.9386292099952698,"(0, 52, 247, 480)",143.17800049397835,152.0905015545566,40.34739312803482,30.27900274821955,44.27210864199038,44.12334379168935,72.71409850679015,62.636746978997024,0.05713837298579568,0.08210859968277125,0.394727225234878,8.91250106057825,10.077351527793127
15,0.9385933876037598,"(0, 52, 247, 480)",143.2237561864337,152.02214046001887,40.34422267902317,30.273356162330206,44.22383999948485,43.84804894643305,72.69827666112265,62.749766214789226,0.05724775602451218,0.08220416807067063,0.39477603654691246,8.798384273585185,9.948510446333422
16,0.9382194876670837,"(0, 52, 247, 480)",143.29377862921075,151.98584217606975,40.34433775569219,30.27454269551818,44.19260129375493,43.70624420791029,72.68656175563459,62.827524374068474,0.05733470822084988,0.08232345004282285,0.3948234061235282,8.692063546859004,9.859037381566111
17,0.9383503198623657,"(0, 52, 247, 480)",143.32578821546704,151.8566242766788,40.34636174570085,30.277509712625914,44.186999883343425,43.651217907895024,72.7095693917053,62.58481737126133,0.05741252793662159,0.08233589507073817,0.39483890422249307,8.530836061211744,10.124752020443971
18,0.9381006956100464,"(0, 52, 247, 480)",143.35862524573258,151.78508702569616,40.35215755817022,30.25879662880723,44.16993630430621,43.63197075686758,72.70192616299025,62.4051606972116,0.05752133435610885,0.08238410692406876,0.39486828969369636,8.426461779963574,10.296765465778648
19,0.9381631016731262,"(0, 52, 247, 480)",143.38440790694312,151.72100180880457,40.35280074900208,30.24526885689448,44.2747241005246,43.57710488903872,73.04521921783639,62.62955941463498,0.05759791954642514,0.08244975473276835,0.39491281224931774,8.336593901861448,10.415659803201407
20,0.9380682706832886,"(0, 52, 247, 480)",143.41071751237735,151.6617502642041,40.35694849838545,30.233216644627134,44.34515137464564,43.522787215291835,73.26419632658988,62.850721330125886,0.05765887932189398,0.08250085825311601,0.39492640104501664,8.251032751826756,10.413474996463997
21,0.9383900165557861,"(0, 52, 247, 480)",143.4470529396222,151.59682501183173,40.35932788441726,30.23100816527786,44.37757059706385,43.46920515266662,73.38863627879942,62.985996551665096,0.05766517522577858,0.0825345773184665,0.3949969294094098,8.149772072209515,10.402639727134328
22,0.938171923160553,"(0, 52, 247, 480)",143.54051477123213,151.55811837121405,40.36345760328117,30.209849458179637,44.39760223630376,43.431437864573425,73.47209485135662,62.96993435954267,0.0577662268002751,0.08258054210420382,0.3950269515811488,8.017603599981925,10.502160491813946
23,0.9379597902297974,"(0, 53, 247, 480)",143.7538275656971,151.75237488990527,40.40865439054652,30.359616917989577,44.54231585869193,43.41811566169052,73.72396990551458,62.51344214894035,0.05778738386573394,0.08255509574691529,0.3952203330375745,7.998547324208175,11.21052775657423
24,0.9381504058837891,"(0, 53, 247, 480)",143.85783228818127,152.16256195379174,40.42319177565172,30.543546162131737,44.4156644680739,43.93069673652111,73.23805069658825,60.138984954318424,0.057853937231043324,0.08242485017825671,0.3955407384293306,8.304729665610466,13.099065742269822
25,0.9379451274871826,"(0, 53, 247, 480)",143.94108449683418,152.43320865658902,40.43718657477819,30.66664899989431,44.28005201273936,44.46755854104318,72.8595647607107,58.69253043950708,0.058105164518097475,0.08243081208910955,0.3957360238350156,8.492124159754837,14.167034321203616
26,0.9377550482749939,"(0, 53, 247, 480)",144.00194801838356,152.6918663270781,40.452015230639404,30.78900256222253,44.21897012522247,44.70119128330727,72.64563593849117,58.64726759657833,0.05826665735389954,0.08246335645163844,0.3959013293504663,8.68991830869453,13.998368341912837
27,0.9376649856567383,"(0, 53, 247, 480)",143.98588177838144,152.87391859461735,40.46308098807136,30.882552161829896,44.154711403759556,44.904120885026074,72.42453022567724,57.99883922702781,0.05837511302341581,0.08251927653385141,0.3961080298583218,8.88803681623591,14.425690998649436
28,0.937517523765564,"(0, 53, 247, 480)",143.99365259021246,153.04531633190274,40.46857300705555,30.94507506708448,44.124266469365,45.012839910575714,72.337633626401,58.100866047769095,0.05845191242908017,0.08260511114929009,0.39627220769916266,9.051663741690277,14.236767578631905
29,0.9376207590103149,"(0, 53, 247, 480)",143.99994645659595,153.12198082329658,40.47371055885443,30.969308933495466,44.08353054506402,45.120882243212534,72.2364416291149,58.09326484112073,0.05850347498695336,0.08265244816370199,0.3963821538276028,9.122034366700632,14.143176787994179
30,0.9376007318496704,"(0, 53, 247, 480)",144.00490324719635,153.18216448982935,40.47754550466239,30.991193029905748,44.067046258403096,45.18245074020458,72.17394510045827,58.2157672887945,0.058527740121589726,0.08266950661888121,0.39643462087803316,9.177261242632994,13.958177811663766
