frame,person_confidence,roi_coords,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13
1,0.9493242502212524,"(0, 72, 227, 451)",151.8591886966206,148.92094768793845,43.20428121573248,48.34523457778298,62.63645678598852,62.52954840953314,143.4607713282118,145.98267908891918,0.04353960096215495,0.012729166296704323,0.4502218397770295,2.938241008682155,2.5219077607073928
2,0.9496816992759705,"(0, 73, 227, 451)",151.33942717773635,159.71793510555736,43.03890639076665,50.585084251501065,60.31421696835282,61.65334288495362,141.57613512061025,143.39482923300525,0.03408004020726734,0.030629570299310592,0.46314700058366465,8.378507927821005,1.8186941123950078
3,0.9503543972969055,"(0, 73, 227, 451)",148.93097748991346,160.0320317468591,42.35099909121865,50.27438170551691,61.88408565830375,63.15400117695807,143.09166074600242,141.8155360059885,0.031045217765966582,0.028986951155860665,0.4613425467168779,11.101054256945645,1.2761247400139268
4,0.9498528242111206,"(0, 73, 227, 451)",149.17949706749488,157.77636290503693,42.65468227911633,46.97274302240136,62.60369521383981,63.89730944055171,143.95503762871573,143.21262586488487,0.03280191208764678,0.02357428980913912,0.45993331630667034,8.596865837542055,0.7424117638308587
5,0.9502836465835571,"(0, 74, 226, 451)",151.5414311287436,155.66706915226314,42.402474513326965,44.95515925057818,63.20761342073821,63.47549446867671,145.37816659776,145.69281789720213,0.03238943923469983,0.02007374275994923,0.4604596174854663,4.125638023519542,0.31465129944211867
6,0.9492200613021851,"(0, 75, 226, 451)",153.84066779745646,150.79231755820447,43.705972807758634,42.388932164783824,63.868006915835494,66.5026494712508,146.08668009657478,149.17865709002695,0.03243975549642097,0.0360729966281324,0.46141023053651836,3.048350239251988,3.091976993452164
7,0.9492596983909607,"(0, 75, 226, 451)",154.00043131732713,148.54510054276537,43.772301435013624,40.9658814144629,64.28513858455571,66.85676074807162,146.07793202429787,147.0686476657145,0.032011557049097576,0.04152168061679854,0.46147854563191143,5.455330774561759,0.9907156414166423
8,0.9498875737190247,"(0, 75, 225, 452)",153.7328771590652,145.41911185916743,42.879790045282206,39.92127645556233,64.5469877860361,65.9271151163888,146.67408738727102,143.92550270618872,0.03360057869777948,0.04877909915982322,0.4635309540764352,8.313765299897767,2.748584681082292
9,0.9494442939758301,"(0, 76, 225, 451)",153.16252019575538,145.45669249675763,42.130031595741826,40.08067060005299,64.24157561878565,65.2884124297517,145.5791370114977,143.2574389758548,0.03543776864068714,0.04774142344905473,0.4647517028986891,7.705827698997751,2.3216980356428962
10,0.9489015936851501,"(0, 77, 224, 451)",152.94153297948483,146.42173957288998,41.66708506244332,40.503696271042735,64.00183783534159,64.95070073080588,144.85544128013652,143.85543507046884,0.03724694744987951,0.04551164899424288,0.4672943259193323,6.519793406594857,1.0000062096676743
11,0.9489439725875854,"(0, 77, 224, 451)",152.85034730525072,146.88540888719768,41.25367244399347,40.673762540360265,64.16730135193642,65.29011277152723,144.7727902019599,144.61516760324105,0.03803787500513283,0.044786155908431186,0.4672847714859374,5.964938418053038,0.1576225987188593
12,0.9493847489356995,"(0, 79, 224, 451)",152.7669704331667,145.76195151813278,40.45792630409974,39.17800437330481,64.7644213371087,65.82627320729542,144.28355178759847,143.92683148940864,0.03918939058264859,0.044470900891279336,0.4682913764483918,7.005018915033929,0.35672029818982764
13,0.9495547413825989,"(0, 78, 224, 451)",151.52998834065036,145.53260324358354,40.00156106957566,39.231283697245914,64.44961607288583,65.86756056933942,144.0817946204935,142.5457635059688,0.038366310129855453,0.044887721203753284,0.46742636625838957,5.997385097066825,1.5360311145246897
14,0.949396014213562,"(0, 79, 224, 451)",150.90112137439314,144.49951218001448,39.75723096676904,38.258484182636614,63.979441375431996,66.22262024630133,143.68291079696138,142.65310623894567,0.03818565367514576,0.045329803782393596,0.4666091217527035,6.401609194378665,1.0298045580157122
15,0.9478025436401367,"(0, 80, 223, 451)",149.47791603427672,145.14238471862862,39.41700136402044,38.347658394456005,63.82932638219169,66.75496199066166,143.63092917625377,141.24107155233116,0.03639457829772339,0.04654969966114504,0.46797034251447023,4.3355313156480975,2.389857623922609
16,0.9462224245071411,"(0, 80, 223, 451)",146.77890177654783,146.38614938791,38.39736177176541,39.08890379435094,64.03783406246045,67.6995648115644,143.79964720521926,141.00378813801763,0.03630349112183486,0.05229186159710201,0.4662713400215761,0.392752388637831,2.795859067201633
17,0.9446292519569397,"(0, 79, 223, 451)",145.08982077046971,146.83620389338765,37.68261877606905,38.99227781143361,63.787132522198576,68.18005557705294,143.44495633799355,141.44518700661533,0.033629218951747204,0.05307133124979251,0.465319503614858,1.7463831229179334,1.9997693313782179
18,0.9454689621925354,"(0, 79, 223, 451)",144.37607480272072,148.98398539957955,37.23297527961184,39.61607226729419,64.12895231647744,69.12199099052803,143.49877034677857,142.13478152635628,0.030689643213253768,0.05423241483765594,0.46442871767499866,4.607910596858829,1.3639888204222927
19,0.94410640001297,"(0, 79, 222, 451)",143.71916771862084,154.3116147775416,36.863617279283424,42.29208523262179,64.05145009099492,68.96259270331339,143.270394176044,141.6772551015495,0.02785554491963835,0.05405954086786834,0.46421290049222225,10.592447058920754,1.593139074494502
20,0.9443840980529785,"(0, 78, 222, 451)",143.53213991000695,158.1794901590936,36.865752455485165,44.604073631809,64.60318760402166,69.32828932159696,143.46252702238064,141.51165747430952,0.0284689006464936,0.05797544884269166,0.46174872956798896,14.647350249086657,1.9508695480711253
21,0.9451672434806824,"(0, 78, 222, 451)",143.82929723046848,158.909136234738,36.99914611852433,45.01825099028566,65.1643867018482,72.90764601546341,143.5830457018802,150.55451426114402,0.029722047556330816,0.05791358170820156,0.46037805060308107,15.07983900426953,6.971468559263826
22,0.9410735368728638,"(0, 76, 222, 451)",142.51705530427037,158.15313849540055,35.876191580010904,43.992008125273166,65.50051926594195,73.5142534824687,143.22848982524056,151.5557899643422,0.03256804897555674,0.06060411797094235,0.45903033368004076,15.636083191130183,8.327300139101652
23,0.9400011897087097,"(0, 76, 221, 451)",142.81957443331157,159.50852875498842,35.28198439332958,43.40607641285765,65.82144965464688,75.0404100020137,143.20175497302898,154.2322907474569,0.03275354364411561,0.0621012608578495,0.45886614684673843,16.688954321676846,11.030535774427904
24,0.93393874168396,"(0, 74, 221, 451)",144.14547382485512,160.4182185684816,34.86128619521892,42.62865381685624,66.41047638840587,75.44374976385807,143.34775304957944,154.44791545634797,0.032375990784776036,0.06345940095093178,0.45806137281032033,16.272744743626475,11.100162406768533
25,0.9339466691017151,"(0, 72, 220, 453)",143.61380800500174,157.8739797372872,34.338544182431825,40.59068144364623,67.44043004416365,72.88768171271482,145.11252476011745,146.44947600009826,0.03154025827006933,0.06356758239228365,0.4566926371189236,14.260171732285443,1.336951239980806
26,0.9293747544288635,"(0, 71, 220, 453)",143.0208988747252,159.01150049388744,33.37770252428058,40.46045132433715,67.96188088409473,71.31937274452171,145.4953301715597,141.39219359773944,0.031541739576610654,0.06428945143120611,0.45745131508443065,15.990601619162248,4.103136573820251
27,0.9312400221824646,"(0, 69, 219, 453)",142.97799888211853,159.5116472335639,33.303666813627316,41.57080490896825,68.1934796882012,70.09391733800499,145.61200733992814,137.346232641207,0.030633012785628855,0.066570136321065,0.45747352337132335,16.53364835144538,8.265774698721145
28,0.9286368489265442,"(0, 68, 218, 453)",142.67178434994148,159.27335169492463,32.99375778688532,42.39307998754104,68.44685878176473,71.47934179100845,145.7871306935749,138.26248290949178,0.027817048322453703,0.06793377419280308,0.45621747354954717,16.601567344983152,7.524647784083129
29,0.9321862459182739,"(0, 66, 217, 453)",143.29809723258975,160.13073441153318,33.35387701842904,43.01136377458633,69.11226386762031,72.85116576942612,146.38853826518076,139.58935288907225,0.0246600276332952,0.06919910601539181,0.45350565304004276,16.83263717894343,6.799185376108511
30,0.9252219200134277,"(0, 64, 216, 454)",143.62762359152643,160.62136527203688,33.13397781692349,43.33486844364647,69.46912141417889,73.6855136523073,146.4460875019551,140.4301933763688,0.02670636165020578,0.06923798419640273,0.4520624800555104,16.993741680510453,6.0158941255863
31,0.9250054359436035,"(0, 63, 216, 454)",144.75696518785378,158.8936938919085,33.52937943823702,42.30371385635742,70.96690365326035,75.31218469205864,147.60223323332505,142.43914402911545,0.02703158197502039,0.06409669709430486,0.44740054301755106,14.136728704054718,5.163089204209598
32,0.9300047755241394,"(0, 61, 216, 455)",145.7081598736361,157.4587335655429,33.43224210060971,41.11065548301374,72.63040914898916,84.2967376311795,149.0283469279363,162.0556943853331,0.025663114669474806,0.05732044540317681,0.44260557796274996,11.750573691906794,13.027347457396814
33,0.9258475303649902,"(0, 59, 215, 455)",147.06871366845056,154.88229455727785,34.014837852833146,40.48476576116608,74.02107329055863,83.44058064288478,150.84445586143025,158.86226674760073,0.027413740272609167,0.051564751961961516,0.4401048580186216,7.813580888827289,8.01781088617048
34,0.9203064441680908,"(0, 57, 214, 455)",146.408721569772,150.84634990597857,33.28521092706562,37.78542064303015,73.42989443304384,86.33665468552464,150.45485828413658,165.80866807150613,0.0315936609068249,0.049955264147278876,0.4437189844817199,4.437628336206558,15.353809787369556
35,0.917369544506073,"(0, 56, 214, 455)",145.30616733607943,148.52978496457231,32.19160002712169,35.9093871651953,72.90215778919838,88.37191342719655,149.42578823572526,169.83638313738106,0.03401279766173917,0.048129950559252274,0.4479738590222978,3.223617628492889,20.4105949016558
36,0.9156697392463684,"(0, 54, 213, 455)",146.15779635001445,148.6946814684094,32.62309949719998,35.39434925888295,72.9367567643288,89.73662449128396,149.19448654921175,171.17216316082906,0.0335777681161486,0.050257527107999904,0.44804028488838005,2.536885118394963,21.977676611617312
37,0.9194818735122681,"(0, 53, 213, 456)",146.7900528262791,150.38046784900536,32.83769961014277,35.4143161270018,73.19934239940054,85.36125960747042,149.23268493546522,159.8277104233417,0.0322814487730427,0.054564468868784084,0.447289053674713,3.590415022726262,10.595025487876484
38,0.9205530881881714,"(0, 52, 212, 456)",147.5678092632052,150.55407296273813,32.520803901131345,35.29027972482044,73.199946798063,84.48571441920494,148.06614889869206,157.40982015312497,0.03525634607163247,0.05170353514747453,0.45037025511623097,2.986263699532941,9.343671254432905
39,0.9227052927017212,"(0, 50, 212, 457)",146.9227194656628,147.44862940098713,31.75925090105004,32.88041134575022,73.17246327223192,84.7082381630441,146.8382856105915,157.4266546527479,0.036975783660096156,0.04853076769203957,0.450458206528581,0.5259099353243357,10.588369042156415
